item_name,item_brand,item_quantity,return_quantity,return_rate
shirt,U.S. Polo Assn.,16,3.0,0.1875
jeans,Pierre Cardin,43,8.0,0.18604651162790697
lifestyle shoes,Reebok,6,1.0,0.16666666666666666
training shoes,Reebok,6,1.0,0.16666666666666666
peçete,Prism,6,1.0,0.16666666666666666
shirt,Levis,6,1.0,0.16666666666666666
runner,Prism,6,1.0,0.16666666666666666
frame,Prism,12,2.0,0.16666666666666666
jumper,U.S. Polo Assn.,6,1.0,0.16666666666666666
mascara,Estee Lauder,6,1.0,0.16666666666666666
football shoes,adidas,6,1.0,0.16666666666666666
polo shirt,Prism,6,1.0,0.16666666666666666
bowl,Prism,6,1.0,0.16666666666666666
mug,Prism,6,1.0,0.16666666666666666
sweatshirt,Pierre Cardin,6,1.0,0.16666666666666666
glass,Prism,6,1.0,0.16666666666666666
lifestyle shoes,adidas,6,1.0,0.16666666666666666
duffle bag,Reebok,6,1.0,0.16666666666666666
shirt,U.S. Polo Assn.,6,1.0,0.16666666666666666
socks,Pierre Cardin,6,1.0,0.16666666666666666
backpack,adidas,6,1.0,0.16666666666666666
plate,Prism,6,1.0,0.16666666666666666
jumper,Prism,6,1.0,0.16666666666666666
t-shirt,Prism,6,1.0,0.16666666666666666
towel,Prism,6,1.0,0.16666666666666666
idole aura eau de perfume 50 ml,Lancome,6,1.0,0.16666666666666666
shirt,Prism,6,1.0,0.16666666666666666
jeans,Prism,6,1.0,0.16666666666666666
backpack,Puma,6,1.0,0.16666666666666666
decoration accessories,Prism,6,1.0,0.16666666666666666
polo shirt,U.S. Polo Assn.,6,1.0,0.16666666666666666
socks,Pierre Cardin,12,2.0,0.16666666666666666
socks,Nike,6,1.0,0.16666666666666666
sweatshirt,Prism,6,1.0,0.16666666666666666
boxers,Jack & Jones,6,1.0,0.16666666666666666
hat,Prism,13,2.0,0.15384615384615385
frame,Prism,20,3.0,0.15
t-shirt,Pierre Cardin,47,7.0,0.14893617021276595
nail polish,Pierre Cardin,7,1.0,0.14285714285714285
shirt,Prism,7,1.0,0.14285714285714285
shirt,U.S. Polo Assn.,14,2.0,0.14285714285714285
sweatshirt,Prism,7,1.0,0.14285714285714285
thermos flask,Zwilling,35,5.0,0.14285714285714285
lifestyle shoes,Nike,7,1.0,0.14285714285714285
t-shirt,Levis,7,1.0,0.14285714285714285
socks,Aeropostale,7,1.0,0.14285714285714285
jersey,adidas,7,1.0,0.14285714285714285
jeans,U.S. Polo Assn.,7,1.0,0.14285714285714285
t-shirt,Prism,7,1.0,0.14285714285714285
shirt,U.S. Polo Assn.,7,1.0,0.14285714285714285
backpack,adidas,15,2.0,0.13333333333333333
shirt,U.S. Polo Assn.,15,2.0,0.13333333333333333
trousers,U.S. Polo Assn.,8,1.0,0.125
polo shirt,Prism,8,1.0,0.125
running shoes,Nike,8,1.0,0.125
slippers,U.S. Polo Assn.,8,1.0,0.125
socks,Prism,8,1.0,0.125
backpack,adidas,8,1.0,0.125
hiking shoes,Nike,8,1.0,0.125
t-shirt,Levis,8,1.0,0.125
lifestyle shoes,adidas,16,2.0,0.125
socks,George Hogg,10,1.0,0.1
mug,Prism,10,1.0,0.1
hiking shoes,Nike,10,1.0,0.1
t-shirt,Puma,10,1.0,0.1
hoodie,Levis,10,1.0,0.1
boots,Skechers,20,2.0,0.1
towel,Prism,10,1.0,0.1
t-shirt,Prism,10,1.0,0.1
lifestyle shoes,adidas,10,1.0,0.1
vest,U.S. Polo Assn.,10,1.0,0.1
backpack,adidas,11,1.0,0.090909090909090912
football,adidas,12,1.0,0.083333333333333329
t-shirt,Prism,12,1.0,0.083333333333333329
shirt,U.S. Polo Assn.,15,1.0,0.066666666666666666
dress,Prism,16,1.0,0.0625
