item_name,item_brand,item_quantity,return_quantity,return_rate
moisturiser,Estee Lauder,5,5.0,1.0
short-sleeved shirt,U.S. Polo Assn.,1,1.0,1.0
mens extreme blue edt 100 ml,Michael Kors,1,1.0,1.0
boots,adidas,2,2.0,1.0
jeans,Calvin Klein,2,2.0,1.0
basket,Prism,3,3.0,1.0
sandals,Calvin Klein,1,1.0,1.0
shorts,George Hogg,1,1.0,1.0
boxers,Jack & Jones,3,3.0,1.0
trousers,Calvin Klein,1,1.0,1.0
jumpsuit,U.S. Polo Assn.,1,1.0,1.0
bralette,Calvin Klein,1,1.0,1.0
beanie,Calvin Klein,1,1.0,1.0
sneakers,Keen,1,1.0,1.0
decoration accessories,Prism,5,5.0,1.0
dress,George Hogg,2,2.0,1.0
raincoat,Tommy Jeans,1,1.0,1.0
boxers,Calvin Klein,3,3.0,1.0
beanie,National Geographic,2,2.0,1.0
pullover,Prism,2,2.0,1.0
pyjama set,U.S. Polo Assn.,2,2.0,1.0
hoodie,Jack & Jones,1,1.0,1.0
polo shirt,Tommy Jeans,1,1.0,1.0
shoulder bag,U.S. Polo Assn.,1,1.0,1.0
boots,Skechers,2,2.0,1.0
coat,Tommy Jeans,1,1.0,1.0
shorts,National Geographic,2,2.0,1.0
vest,Benetton,1,1.0,1.0
lifestyle shoes,Birkenstock,1,1.0,1.0
slippers,U.S. Polo Assn.,1,1.0,1.0
polo shirt,Dockers,1,1.0,1.0
sneakers,Dkny,1,1.0,1.0
lifestyle shoes,Guess,1,1.0,1.0
flipflops,U.S. Polo Assn.,1,1.0,1.0
boxers,Prism,2,2.0,1.0
jumper,Prism,6,6.0,1.0
puffer coat,Hummel,1,1.0,1.0
leggings,Prism,1,1.0,1.0
heeled boots,Prism,1,1.0,1.0
coat,Lee Cooper,1,1.0,1.0
t-shirt,Aeropostale,2,2.0,1.0
puffer coat,Benetton,1,1.0,1.0
plate,Prism,6,6.0,1.0
lipstick,Bobbi Brown,2,2.0,1.0
wrist bag,Love Moschino,1,1.0,1.0
lifestyle shoes,Puma,4,4.0,1.0
raincoat,The North Face,1,1.0,1.0
jumpsuit,Lee Cooper,1,1.0,1.0
hat,Levis,1,1.0,1.0
waist bag,adidas,1,1.0,1.0
ballet flats,Prism,2,2.0,1.0
eyeshadow,Clinique,1,1.0,1.0
swim shorts,George Hogg,1,1.0,1.0
coat,The North Face,2,2.0,1.0
thermos flask,Zwilling,4,4.0,1.0
postman bag,Nike,1,1.0,1.0
sandals,Desigual,1,1.0,1.0
eau des jardins perfume,Clarins,1,1.0,1.0
wallet,Philips,1,1.0,1.0
eye pencil,Guerlain,1,1.0,1.0
body mist,Clarins,1,1.0,1.0
keyring,Prism,3,3.0,1.0
joggers,Benetton,3,3.0,1.0
after shave,Dolce&Gabbana,2,2.0,1.0
cardigan,Prism,1,1.0,1.0
outdoor shoes,Pierre Cardin,1,1.0,1.0
joggers,Puma,1,1.0,1.0
running shoes,Nike,1,1.0,1.0
cake mould,Prism,2,2.0,1.0
hiking shoes,Skechers,2,2.0,1.0
sneakers,Tommy Hilfiger,2,2.0,1.0
lifestyle shoes,Reebok,15,15.0,1.0
flipflops,Havaianas,1,1.0,1.0
flip flops,Havaianas,2,2.0,1.0
football shoes,adidas,2,2.0,1.0
la vie est belle oui edp 100ml,Lancome,1,1.0,1.0
sneakers,Armani Exchange,1,1.0,1.0
coat,Jack & Jones,5,5.0,1.0
polo shirt,Under Armour,2,2.0,1.0
pencil case,National Geographic,1,1.0,1.0
umbrella,Pierre Cardin,1,1.0,1.0
polo shirt,Tommy Jeans,2,2.0,1.0
l`instant de guerlaın eau de parfum 75 ml,Guerlain,1,1.0,1.0
sneakers,George Hogg,1,1.0,1.0
jumper,Dockers,2,2.0,1.0
1 million parfum 100 ml + deo 150 ml perfume set,Paco Rabanne,1,1.0,1.0
tote bag,Desigual,1,1.0,1.0
blusher,Tom Ford,1,1.0,1.0
tote bag,Karl Lagerfeld,1,1.0,1.0
shirt,Pierre Cardin,1,1.0,1.0
jeans,Pierre Cardin,1,1.0,1.0
outdoor boots,National Geographic,1,1.0,1.0
postman bag,Tommy Hilfiger,1,1.0,1.0
backpack,Under Armour,1,1.0,1.0
sleeveless,Aeropostale,1,1.0,1.0
straw,Prism,1,1.0,1.0
perfume,Estee Lauder,2,2.0,1.0
leggings,Benetton,1,1.0,1.0
perfume,Lancome,1,1.0,1.0
dress shoes,Pierre Cardin,1,1.0,1.0
belt,Dockers,1,1.0,1.0
t-shirt,Calvin Klein,2,2.0,1.0
joggers,Asics,1,1.0,1.0
jeans,Benetton,2,2.0,1.0
puffer coat,Levis,1,1.0,1.0
perfume,Pierre Cardin,1,1.0,1.0
shorts,Wrangler,1,1.0,1.0
tank top,Levis,2,2.0,1.0
gloves,adidas,1,1.0,1.0
flipflops,Benetton,1,1.0,1.0
hiking shoes,Camper,2,2.0,1.0
shorts,Merrell,2,2.0,1.0
vacuum,Philips,2,2.0,1.0
hoodie,Dockers,1,1.0,1.0
t-shirt,Skechers,3,3.0,1.0
concealer,Clarins,1,1.0,1.0
sandals,Prism,1,1.0,1.0
backpack,Prism,1,1.0,1.0
outdoor boots,Pierre Cardin,2,2.0,1.0
lifestyle shoes,adidas,4,4.0,1.0
shorts,Nike,1,1.0,1.0
tennis shoes,Asics,1,1.0,1.0
shorts,National Geographic,3,3.0,1.0
hat,Hummel,1,1.0,1.0
toner,Lancome,1,1.0,1.0
shirt,Aeropostale,2,2.0,1.0
capri pants,Reebok,1,1.0,1.0
dress shoes,Timberland,1,1.0,1.0
jeans,Levis,4,4.0,1.0
a men refill edt 100 ml men perfume,Thierry Mugler,1,1.0,1.0
beanie,Skechers,1,1.0,1.0
makeup bag,Aeropostale,1,1.0,1.0
boxers,National Geographic,2,2.0,1.0
boxer,Calvin Klein,1,1.0,1.0
hair straightener,Philips,1,1.0,1.0
trousers,Nautica,2,2.0,1.0
jacket,Levis,2,2.0,1.0
perfume,Paco Rabanne,1,1.0,1.0
swim shorts,Aeropostale,2,2.0,1.0
hooded shirts,Levis,1,1.0,1.0
bloom edp 100 ml women perfume set,Gucci,1,1.0,1.0
hoodie,Lee,2,2.0,1.0
scarf,Levis,1,1.0,1.0
wrist bag,Levis,1,1.0,1.0
shirt,National Geographic,1,1.0,1.0
lifestyle shoes,Reebok,2,2.0,1.0
clutch,Nautica,1,1.0,1.0
shorts,Tommy Jeans,1,1.0,1.0
sleeveless,Prism,3,3.0,1.0
jacket,Nike,2,2.0,1.0
running shoes,Nike,3,3.0,1.0
frame,Prism,1,1.0,1.0
wicker basket,Prism,1,1.0,1.0
lifestyle shoes,Camper,2,2.0,1.0
serum,Clarins,1,1.0,1.0
lamp,Prism,1,1.0,1.0
foundation,Estee Lauder,1,1.0,1.0
tote bag,Versace Jeans,1,1.0,1.0
perfume,Michael Kors,1,1.0,1.0
wallet,Divarese,1,1.0,1.0
cutlery sets,Pierre Cardin,1,1.0,1.0
sweatshirt,National Geographic,4,4.0,1.0
eyeliner,Dior,1,1.0,1.0
trousers,Guess,1,1.0,1.0
jacket,Lee,2,2.0,1.0
running shoes,Divarese,1,1.0,1.0
duffle bag,Nautica,1,1.0,1.0
trousers,Under Armour,1,1.0,1.0
ballet flats,Hush Puppies,1,1.0,1.0
waist bag,Aeropostale,1,1.0,1.0
heeled shoes,Prism,2,2.0,1.0
wellies,Benetton,2,2.0,1.0
jacket,Aeropostale,1,1.0,1.0
slippers,Merrell,1,1.0,1.0
hand bag,Versace Jeans,1,1.0,1.0
mug,Prism,1,1.0,1.0
beanie,U.S. Polo Assn.,1,1.0,1.0
wallet,U.S. Polo Assn.,4,4.0,1.0
t-shirt,Lee,4,4.0,1.0
peeling,Yves Saint Laurent,1,1.0,1.0
bedcover,Prism,1,1.0,1.0
skin care set,Clinique,3,3.0,1.0
swim shorts,Levis,1,1.0,1.0
outdoor shoes,Merrell,2,2.0,1.0
sneaker,Benetton,1,1.0,1.0
polo shirt,U.S. Polo Assn.,15,15.0,1.0
miss edt 50 ml women perfume,Dior,1,1.0,1.0
duffle bag,Prism,2,2.0,1.0
espadrille,Divarese,1,1.0,1.0
skin care set,Clarins,2,2.0,1.0
beanie,National Geographic,11,11.0,1.0
shirt,U.S. Polo Assn.,2,2.0,1.0
shirt,Aeropostale,1,1.0,1.0
jumper,Pierre Cardin,2,2.0,1.0
running shoes,Asics,1,1.0,1.0
sneakers,Skechers,1,1.0,1.0
backpack,Calvin Klein,1,1.0,1.0
polo shirt,Wrangler,2,2.0,1.0
mug set,Prism,1,1.0,1.0
hobo bag,U.S. Polo Assn.,1,1.0,1.0
backpack,adidas,3,3.0,1.0
skirt,Prism,3,3.0,1.0
snow globe,Prism,2,2.0,1.0
wrist bag,Pierre Cardin,1,1.0,1.0
t-shirt,Pierre Cardin,3,3.0,1.0
shoulder bag,Dkny,1,1.0,1.0
shirt,Wrangler,2,2.0,1.0
classic for edt 50 ml men perfume set,Burberry,1,1.0,1.0
makeup premier,Yves Saint Laurent,1,1.0,1.0
outdoor shoes,Salomon,2,2.0,1.0
card sleeve,Guess,1,1.0,1.0
boot,Pierre Cardin,1,1.0,1.0
hand bag,Lancaster,1,1.0,1.0
puffer vest,National Geographic,1,1.0,1.0
rug,Prism,1,1.0,1.0
heeled boots,Caterpillar,1,1.0,1.0
cardigan,Lee,1,1.0,1.0
gloves,National Geographic,1,1.0,1.0
leggings,adidas,1,1.0,1.0
trousers,Jack & Jones,1,1.0,1.0
duvet cover set,Prism,2,2.0,1.0
joggers,Reebok,2,2.0,1.0
sports bra,Nike,1,1.0,1.0
lifestyle shoes,Divarese,1,1.0,1.0
jeans,Tommy Jeans,1,1.0,1.0
joggers,Reebok,3,3.0,1.0
sunscreen,Clarins,1,1.0,1.0
slip,Prism,3,3.0,1.0
cardigan,U.S. Polo Assn.,6,6.0,1.0
eyeliner,Lancome,1,1.0,1.0
tank top,Hummel,1,1.0,1.0
lifestyle shoes,Lacoste,2,2.0,1.0
pot,Prism,10,10.0,1.0
perfume,Chloe,1,1.0,1.0
outdoor boots,Benetton,1,1.0,1.0
dinnerware,Prism,1,1.0,1.0
sleeveless,Billabong,1,1.0,1.0
facial cleanser,Estee Lauder,1,1.0,1.0
mug set,Prism,3,3.0,1.0
postman bag,Desigual,1,1.0,1.0
jeans,Aeropostale,3,3.0,1.0
irresistible edp 50 ml women perfume,Givenchy,1,1.0,1.0
black opium edp 90 ml women perfume set,Yves Saint Laurent,1,1.0,1.0
brush,Pierre Cardin,1,1.0,1.0
capri pants,Pierre Cardin,2,2.0,1.0
shirt,The North Face,1,1.0,1.0
wallet,Versace Jeans,1,1.0,1.0
briefcase,Fossil,1,1.0,1.0
extreme blue 2 parça 70 ml holiday perfume set,Michael Kors,1,1.0,1.0
sunscreen,Dior,1,1.0,1.0
joggers,Armani Exchange,1,1.0,1.0
t-shirt,Wrangler,1,1.0,1.0
dress,U.S. Polo Assn.,2,2.0,1.0
wallet,Calvin Klein,1,1.0,1.0
slippers,Aeropostale,2,2.0,1.0
plate,Prism,1,1.0,1.0
bikini,Aeropostale,2,2.0,1.0
slippers,National Geographic,4,4.0,1.0
beach bag,Aeropostale,1,1.0,1.0
wallet,U.S. Polo Assn.,1,1.0,1.0
raincoat,Benetton,1,1.0,1.0
belt,Tommy Hilfiger,1,1.0,1.0
jeans,Tommy Jeans,4,4.0,1.0
hand bag,U.S. Polo Assn.,1,1.0,1.0
lifestyle shoes,Vans,2,2.0,1.0
hiking shoes,Hummel,2,2.0,1.0
swimsuit,Aeropostale,1,1.0,1.0
outdoor shoes,Skechers,2,2.0,1.0
serum,Shiseido,1,1.0,1.0
running shoes,Skechers,2,2.0,1.0
puffer coat,U.S. Polo Assn.,1,1.0,1.0
kettle,Delonghi,1,1.0,1.0
jumper,Nautica,1,1.0,1.0
food processor,Kitchen Aid,1,1.0,1.0
slippers,Desigual,1,1.0,1.0
coat,Tommy Hilfiger,1,1.0,1.0
short-sleeved shirt,U.S. Polo Assn.,3,3.0,1.0
socks,George Hogg,4,4.0,1.0
clutch,Love Moschino,1,1.0,1.0
backpack,Puma,2,2.0,1.0
sweatshirt,Kappa,1,1.0,1.0
swim shorts,Benetton,1,1.0,1.0
phone case,Calvin Klein,1,1.0,1.0
eye pencil,Yves Saint Laurent,1,1.0,1.0
lifestyle shoes,Under Armour,2,2.0,1.0
lip pencil,Estee Lauder,1,1.0,1.0
heeled boot,Prism,1,1.0,1.0
thermals,Quiksilver,1,1.0,1.0
crop top,Calvin Klein,1,1.0,1.0
dress,Prism,1,1.0,1.0
polo shirt,Prism,2,2.0,1.0
joggers,National Geographic,2,2.0,1.0
cardigan,Prism,2,2.0,1.0
lifestyle shoes,Prism,2,2.0,1.0
laptop bag,Prism,1,1.0,1.0
perfume,Burberry,1,1.0,1.0
jumper,Tommy Hilfiger,1,1.0,1.0
outdoor shoes,Hummel,2,2.0,1.0
mug set,Prism,2,2.0,1.0
sweatshirt,Benetton,2,2.0,1.0
face cream,Dior,1,1.0,1.0
soap dispenser,Prism,1,1.0,1.0
foundation,Clarins,2,2.0,1.0
lifestyle shoes,Pierre Cardin,2,2.0,1.0
lifestyle shoes,Hush Puppies,1,1.0,1.0
heeled boots,Prism,2,2.0,1.0
hiking shoes,Aeropostale,1,1.0,1.0
sea shoes,adidas,1,1.0,1.0
backpack,Guess,2,2.0,1.0
hand bag,Divarese,1,1.0,1.0
sweatshirt,Levis,3,3.0,1.0
outdoor shoes,Caterpillar,2,2.0,1.0
bra,Tommy Hilfiger,2,2.0,1.0
puffer coat,Puma,1,1.0,1.0
trench coat,Prism,2,2.0,1.0
la vie est belle soleil cristal50 ml perfume,Lancome,3,3.0,1.0
hand cream,Shiseido,1,1.0,1.0
si edp intense 100 ml women perfume,Armani,1,1.0,1.0
hoodie,Jack & Jones,2,2.0,1.0
mascara,Clinique,2,2.0,1.0
lifestyle shoes,Keen,1,1.0,1.0
flipflops,Versace Jeans,1,1.0,1.0
tank top,Reebok,1,1.0,1.0
backpack,Pierre Cardin,2,2.0,1.0
perfume set,Chloe,3,3.0,1.0
eyeshadow,Estee Lauder,1,1.0,1.0
hiking shoes,Columbia,1,1.0,1.0
trousers,Lee,2,2.0,1.0
la vıe est belle perfume set,Lancome,1,1.0,1.0
jacket,Asics,1,1.0,1.0
lipstick,Clarins,2,2.0,1.0
jacket,Benetton,1,1.0,1.0
boots,Harley Davidson,1,1.0,1.0
hooded coat,Prism,1,1.0,1.0
backpack,Guess,1,1.0,1.0
shorts,Reebok,1,1.0,1.0
hiking shoes,Benetton,2,2.0,1.0
football,Nike,2,2.0,1.0
wicker basket,Prism,2,2.0,1.0
lifestyle shoes,Prism,3,3.0,1.0
jumpsuit,Aeropostale,1,1.0,1.0
hoodie,Puma,2,2.0,1.0
outdoor boots,Prism,2,2.0,1.0
runner,Prism,2,2.0,1.0
jumper,Prism,3,3.0,1.0
puffer vest,Jack & Jones,1,1.0,1.0
flipflops,New Balance,1,1.0,1.0
backpack,Levis,1,1.0,1.0
duffle bag,Aeropostale,1,1.0,1.0
wrist bag,Puma,2,2.0,1.0
backpack,Columbia,1,1.0,1.0
wrist bag,Pierre Cardin,2,2.0,1.0
hot couture edp 50 ml women perfume,Givenchy,1,1.0,1.0
training shoes,New Balance,1,1.0,1.0
hiking shoes,Tommy Hilfiger,1,1.0,1.0
emporio stronger with you only edt 50ml,Armani,1,1.0,1.0
sideboard,Prism,1,1.0,1.0
eyeshadow palette,Estee Lauder,1,1.0,1.0
sneakers,Aeropostale,1,1.0,1.0
boots,Harley Davidson,2,2.0,1.0
hiking shoes,U.S. Polo Assn.,1,1.0,1.0
sunglasses,Prism,1,1.0,1.0
sports bag,adidas,1,1.0,1.0
lampshade,Prism,2,2.0,1.0
sunscreen,Lancome,1,1.0,1.0
boxers,Calvin Klein,1,1.0,1.0
postman bag,Prism,2,2.0,1.0
boxers,Tommy Hilfiger,1,1.0,1.0
swim shorts,Helly Hansen,1,1.0,1.0
t-shirt,Skechers,2,2.0,1.0
hiking shoes,Prism,1,1.0,1.0
heeled shoes,Divarese,1,1.0,1.0
si edp (30 ml + 75 ml) women perfume set,Armani,1,1.0,1.0
puffer coat,Helly Hansen,1,1.0,1.0
beach towel,Aeropostale,1,1.0,1.0
hiking shoes,Camper,1,1.0,1.0
dress,Tommy Jeans,1,1.0,1.0
code absolu perfume set,Armani,1,1.0,1.0
sweatshirt,George Hogg,1,1.0,1.0
libre edp 90 ml women perfume set,Yves Saint Laurent,1,1.0,1.0
boxers,Jack & Jones,6,6.0,1.0
facial cleanser,Dkny,1,1.0,1.0
beanie,Helly Hansen,1,1.0,1.0
baby shoes,Nike,1,1.0,1.0
capri pants,Nike,2,2.0,1.0
foundation,La Mer,1,1.0,1.0
travel bag,Calvin Klein,1,1.0,1.0
tank top,Prism,3,3.0,1.0
vest,Nike,1,1.0,1.0
aqua allegoria neroli fıguıeraedt 75 ml women perfume,Guerlain,1,1.0,1.0
sneaker,Converse,1,1.0,1.0
shoulder bag,Karl Lagerfeld,1,1.0,1.0
t-shirt,Levis,2,2.0,1.0
thermos flask,Prism,2,2.0,1.0
jumper,National Geographic,2,2.0,1.0
hiking shoes,Nike,1,1.0,1.0
t-shirt,The North Face,2,2.0,1.0
lifestyle shoes,U.S. Polo Assn.,1,1.0,1.0
t-shirt,Skechers,1,1.0,1.0
t-shirt,George Hogg,1,1.0,1.0
clutch,Calvin Klein,1,1.0,1.0
lifestyle shoes,Dockers,1,1.0,1.0
socks,Pierre Cardin,4,4.0,1.0
boxers,Nike,3,3.0,1.0
eye base,Bobbi Brown,1,1.0,1.0
t-shirt,Billabong,1,1.0,1.0
outdoor boots,Salomon,1,1.0,1.0
gloves,Quiksilver,1,1.0,1.0
lunch box,National Geographic,1,1.0,1.0
cordless vacuum,Philips,1,1.0,1.0
lipstick,Guerlain,2,2.0,1.0
body lotion,La Mer,1,1.0,1.0
boot,Guess,1,1.0,1.0
sneakers,Divarese,2,2.0,1.0
hiking shoes,Reebok,1,1.0,1.0
running shoes,adidas,4,4.0,1.0
jumper,Aeropostale,1,1.0,1.0
t-shirt,Prism,8,8.0,1.0
shorts,Aeropostale,3,3.0,1.0
denim jacket,Prism,2,2.0,1.0
swim shorts,National Geographic,2,2.0,1.0
belt,Levis,1,1.0,1.0
boots,Columbia,1,1.0,1.0
cardigan,Pierre Cardin,2,2.0,1.0
backpack,Hummel,1,1.0,1.0
training shoes,Nike,2,2.0,1.0
polo shirt,Wrangler,4,4.0,1.0
she edp 100 women perfume,Armani,1,1.0,1.0
outdoor boots,Prism,1,1.0,1.0
swimsuit,adidas,1,1.0,1.0
thong,Calvin Klein,1,1.0,1.0
socks,Under Armour,1,1.0,1.0
sweatshirt,Quiksilver,1,1.0,1.0
skirt,Lee Cooper,1,1.0,1.0
slippers,Levis,2,2.0,1.0
si edp 30 ml perfume set,Armani,1,1.0,1.0
boot,Ugg,1,1.0,1.0
ballet flats,George Hogg,1,1.0,1.0
coffee machine,Delonghi,1,1.0,1.0
face cream,Lancome,2,2.0,1.0
cufflink,Pierre Cardin,1,1.0,1.0
shirt,Levis,1,1.0,1.0
trousers,Pierre Cardin,1,1.0,1.0
dress shoes,Prism,2,2.0,1.0
coat,Jack & Jones,1,1.0,1.0
swim shorts,Jack & Jones,1,1.0,1.0
sandals,Timberland,1,1.0,1.0
perfume,Burberry,3,3.0,1.0
wonderlust 100 ml edp set,Michael Kors,2,2.0,1.0
waist bag,Guess,1,1.0,1.0
snow bootss,Pierre Cardin,2,2.0,1.0
hooded jacket,adidas,1,1.0,1.0
jumpsuit,Hummel,1,1.0,1.0
sports bra,adidas,2,2.0,1.0
crop top,Pierre Cardin,2,2.0,1.0
t-shirt,Jack & Jones,3,3.0,1.0
polo shirt,Quiksilver,2,2.0,1.0
postman bag,Calvin Klein,4,4.0,1.0
shirt,Quiksilver,1,1.0,1.0
alien edp 60 ml women perfume,Thierry Mugler,1,1.0,1.0
wrist bag,U.S. Polo Assn.,1,1.0,1.0
hooded jacket,Columbia,1,1.0,1.0
postman bag,National Geographic,2,2.0,1.0
brush,Shiseido,1,1.0,1.0
facial cleanser,Yves Saint Laurent,1,1.0,1.0
sandals,Wrangler,1,1.0,1.0
pillowcase,Prism,1,1.0,1.0
slippers,Ugg,1,1.0,1.0
sneaker,Hummel,1,1.0,1.0
postman bag,Divarese,1,1.0,1.0
vest,Lee,1,1.0,1.0
eyeliner,Yves Saint Laurent,1,1.0,1.0
body lotion,Thierry Mugler,1,1.0,1.0
pyjama set,Prism,1,1.0,1.0
sweatshirt,National Geographic,2,2.0,1.0
shorts,Puma,1,1.0,1.0
trousers,Lee Cooper,2,2.0,1.0
joggers,adidas,1,1.0,1.0
t-shirt,Guess,1,1.0,1.0
coat,Lee,1,1.0,1.0
voleyball shoes,Asics,1,1.0,1.0
hiking shoes,Nike,6,6.0,1.0
beanie,Under Armour,1,1.0,1.0
sleeveless,adidas,1,1.0,1.0
hoodie,Calvin Klein,1,1.0,1.0
denim jacket,Aeropostale,2,2.0,1.0
hand bag,Benetton,1,1.0,1.0
touch of pink edt 50 ml women perfume,Lacoste,1,1.0,1.0
brow liner,Clinique,1,1.0,1.0
toner,Clinique,1,1.0,1.0
slippers,Camper,1,1.0,1.0
perfume set,Lancome,1,1.0,1.0
postman bag,Gap,2,2.0,1.0
trousers,Benetton,2,2.0,1.0
travel bag,Guess,1,1.0,1.0
boots,Helly Hansen,1,1.0,1.0
alive edp limited edition 50 ml perfume,Hugo Boss,1,1.0,1.0
beanie,Reebok,1,1.0,1.0
belt,Wrangler,1,1.0,1.0
gloves,Puma,1,1.0,1.0
brait rhythm edt 50 ml women perfume,Burberry,2,2.0,1.0
shower gel,Swarovski,1,1.0,1.0
t-shirt,Dockers,1,1.0,1.0
jeans,Aeropostale,2,2.0,1.0
sweatshirt,Nike,1,1.0,1.0
shorts,Kappa,1,1.0,1.0
backpack,U.S. Polo Assn.,1,1.0,1.0
tote bag,Prism,2,2.0,1.0
skin care set,Estee Lauder,4,4.0,1.0
running shoes,Reebok,2,2.0,1.0
hat,Prism,1,1.0,1.0
outdoor shoes,Salomon,1,1.0,1.0
hoodie,Nike,1,1.0,1.0
basketball,Nike,3,3.0,1.0
kettle,Zwilling,1,1.0,1.0
perfume,Prada,1,1.0,1.0
phone case,Prism,3,3.0,1.0
hoodie,Prism,3,3.0,1.0
mascara,Dior,1,1.0,1.0
laptop bag,Aeropostale,1,1.0,1.0
shorts,Benetton,2,2.0,1.0
la vie est belle edp 100 ml perfume set,Lancome,1,1.0,1.0
for men edt 50 ml men perfume,Burberry,1,1.0,1.0
facial cleanser,Clinique,2,2.0,1.0
deodorant,Paco Rabanne,1,1.0,1.0
backpack,Gap,1,1.0,1.0
bed clothes,Prism,2,2.0,1.0
invıctus edt 100 ml + deo150 perfume set,Paco Rabanne,1,1.0,1.0
socks,Nike,9,9.0,1.0
blusher,Clarins,1,1.0,1.0
duffle bag,Nike,2,2.0,1.0
tennis shoes,Asics,2,2.0,1.0
shower gel,Dolce&Gabbana,1,1.0,1.0
pyjama set,Calvin Klein,1,1.0,1.0
snow boots,Prism,2,2.0,1.0
sleeveless,Prism,2,2.0,1.0
blanket,Prism,2,2.0,1.0
leggings,National Geographic,1,1.0,1.0
hoodie,Hummel,2,2.0,1.0
joggers,Lee Cooper,1,1.0,1.0
hooded vest,National Geographic,1,1.0,1.0
sneakers,Timberland,2,2.0,1.0
shorts,Jack & Jones,1,1.0,1.0
outdoor shoes,Nike,1,1.0,1.0
football shoes,adidas,1,1.0,1.0
dylan turquoise edt 100 ml women perfume,Versace,1,1.0,1.0
bathroom accessories,Prism,1,1.0,1.0
hiking shoes,adidas,5,5.0,1.0
sweatshirt,The North Face,1,1.0,1.0
basketball shoes,adidas,1,1.0,1.0
shoulder bag,Versace Jeans,1,1.0,1.0
slippers,Quiksilver,1,1.0,1.0
hooded jacket,Reebok,1,1.0,1.0
polo shirt,Timberland,1,1.0,1.0
jeans,Jack & Jones,2,2.0,1.0
hand bag,Nike,1,1.0,1.0
socks,George Hogg,1,1.0,1.0
Extreme Rush 2 Parça Parfume Set,Michael Kors,1,1.0,1.0
t-shirt,New Balance,1,1.0,1.0
mug,National Geographic,1,1.0,1.0
cross body bag,Pierre Cardin,2,2.0,1.0
boots,Lee Cooper,2,2.0,1.0
laptop bag,Armani Exchange,1,1.0,1.0
face mask,Prism,5,5.0,1.0
sneaker,Aeropostale,1,1.0,1.0
la vie est belle edp 75 ml perfume set,Lancome,1,1.0,1.0
shirt,Desigual,1,1.0,1.0
beach bag,Nautica,2,2.0,1.0
snow bootss,Keen,1,1.0,1.0
hand bag,Karl Lagerfeld,1,1.0,1.0
shirt,U.S. Polo Assn.,4,4.0,1.0
slippers,Pierre Cardin,1,1.0,1.0
slippers,Prism,2,2.0,1.0
swimming goggles,adidas,1,1.0,1.0
suitcase,Prism,1,1.0,1.0
sneakers,U.S. Polo Assn.,4,4.0,1.0
dress,Calvin Klein,1,1.0,1.0
slippers,Tommy Hilfiger,2,2.0,1.0
moisturiser,Clarins,1,1.0,1.0
lifestyle shoes,Levis,1,1.0,1.0
eye pencil,Lancome,2,2.0,1.0
basketball shoes,adidas,2,2.0,1.0
libre edt 50 ml women perfume,Yves Saint Laurent,1,1.0,1.0
socks,Prism,4,4.0,1.0
snow bootss,Aeropostale,1,1.0,1.0
hooded jacket,Hummel,1,1.0,1.0
dress shoes,Dockers,1,1.0,1.0
beanie,Levis,2,2.0,1.0
sandals,The North Face,1,1.0,1.0
hiking shoes,Under Armour,2,2.0,1.0
vest,Hummel,1,1.0,1.0
hand bag,Desigual,1,1.0,1.0
deodorant,Tom Ford,1,1.0,1.0
shampoo,Shiseido,3,3.0,1.0
hat,Tommy Hilfiger,1,1.0,1.0
glass,Prism,6,6.0,1.0
jumper,Desigual,1,1.0,1.0
box,Prism,3,3.0,1.0
hoodie,Hummel,1,1.0,1.0
boots,Prism,1,1.0,1.0
trench coat,Prism,1,1.0,1.0
slippers,Tommy Hilfiger,1,1.0,1.0
blouse,Pierre Cardin,1,1.0,1.0
sweatshirt,Aeropostale,2,2.0,1.0
perfume set,Armani,1,1.0,1.0
heeled shoes,Pierre Cardin,2,2.0,1.0
thermos flask,Zwilling,2,2.0,1.0
sandals,Dockers,1,1.0,1.0
makeup set,Clinique,1,1.0,1.0
ombre leather perfume 100 ml,Tom Ford,2,2.0,1.0
puffer coat,Tommy Hilfiger,1,1.0,1.0
clutch,Prism,2,2.0,1.0
skin care set,Shiseido,1,1.0,1.0
leggings,Calvin Klein,1,1.0,1.0
moisturiser,Estee Lauder,3,3.0,1.0
espresso machine,Philips,1,1.0,1.0
boxers,Under Armour,3,3.0,1.0
pencilbox,Vans,1,1.0,1.0
denim jacket,Calvin Klein,2,2.0,1.0
cutlery sets,Zwilling,1,1.0,1.0
leggings,Vans,1,1.0,1.0
scarf,Prism,1,1.0,1.0
jumper,Pierre Cardin,1,1.0,1.0
pyjama set,Prism,5,5.0,1.0
hiking shoes,adidas,1,1.0,1.0
helmet,Quiksilver,1,1.0,1.0
shorts,U.S. Polo Assn.,1,1.0,1.0
jeans,Wrangler,1,1.0,1.0
sneakers,Aeropostale,3,3.0,1.0
outdoor shoes,Asics,2,2.0,1.0
boxers,Prism,1,1.0,1.0
hand bag,Tommy Hilfiger,1,1.0,1.0
moisturiser,Estee Lauder,1,1.0,1.0
cardigan,U.S. Polo Assn.,12,12.0,1.0
hooded jacket,Nike,1,1.0,1.0
be delicious 30 ml women perfume set,Dkny,1,1.0,1.0
frame,Prism,5,5.0,1.0
polo shirt,Quiksilver,1,1.0,1.0
running shoes,Prism,1,1.0,1.0
frame,Prism,3,3.0,1.0
