item_name,item_brand,item_main_category,item_sub_category,Best_Profit_GBP_Per_Item,Best_Profit_Margin_Per_Item
card sleeve,George Hogg,Accessories,Wallets & Sleeves,5.2,0.55999999999999994
belt,Dockers,Accessories,Belts,10.8,0.55999999999999994
flipflops,Quiksilver,Shoes & Bags,Flipflops & Slippers,11.2,0.55999999999999994
joggers,Reebok,Bottoms,Joggers & Leggings,27.6,0.55999999999999994
denim jacket,Aeropostale,Outerwear,Jackets,26.0,0.55999999999999994
perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,71.5,0.55999999999999994
powder,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,34.2,0.55999999999999994
flipflops,Versace Jeans,Shoes & Bags,Flipflops & Slippers,63.5,0.55999999999999994
perfume,Lacoste,Cosmetics & Makeup & Selfcare,Perfume,44.8,0.55999999999999994
jersey,Under Armour,Suits & Tops,T-shirts,3.7,0.55999999999999994
elle edp 30 ml women perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,11.2,0.55999999999999994
perfume set,Lacoste,Cosmetics & Makeup & Selfcare,Perfume,11.2,0.55999999999999994
il edt 30 ml men perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,11.2,0.55999999999999994
eau d`aromes edt 50 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,11.2,0.55999999999999994
touch of pink edt 50 ml women perfume,Lacoste,Cosmetics & Makeup & Selfcare,Perfume,22.4,0.55999999999999994
puffer vest,adidas,Outerwear,Vests,44.8,0.55999999999999994
match point man edt 100 ml men perfume,Lacoste,Cosmetics & Makeup & Selfcare,Perfume,36.4,0.55999999999999994
magnetic edt 100 ml men perfume,Lacoste,Cosmetics & Makeup & Selfcare,Perfume,25.2,0.55999999999999994
heeled boots,Tommy Hilfiger,Shoes & Bags,Shoes,75.5,0.55925925925925923
si edp 150 ml women perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,69.9,0.5592
lifestyle shoes,Keen,Shoes & Bags,Shoes,67.1,0.55916666666666659
acqua di gio men perfume edp 125 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,67.1,0.55916666666666659
backpack,Versace Jeans,Shoes & Bags,Bags,99.6,0.55909090909090908
hand bag,Versace Jeans,Shoes & Bags,Bags,135.2,0.55904761904761913
wrist bag,Versace Jeans,Shoes & Bags,Bags,80.7,0.55899999999999994
shoulder bag,Versace Jeans,Shoes & Bags,Bags,160.7,0.55899999999999994
cross body bag,Versace Jeans,Shoes & Bags,Bags,186.2,0.55899999999999994
mixer,Kitchen Aid,Home & Decoration,Home & Decoration,394.9,0.55899999999999994
tote bag,Versace Jeans,Shoes & Bags,Bags,99.4,0.55899999999999994
acqua di giò edp 150 ml perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,55.9,0.55899999999999994
sneaker,Camper,Shoes & Bags,Shoes,69.9,0.55894736842105264
clutch,Versace Jeans,Shoes & Bags,Bags,106.2,0.55894736842105264
shorts,Tommy Hilfiger,Bottoms,Shorts,44.7,0.55875000000000008
jumpsuit,Tommy Hilfiger,Suits & Tops,Dresses & Jumpsuits,39.1,0.55857142857142861
eau nuit oud edp 100 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,36.3,0.55846153846153845
dress,Tommy Hilfiger,Suits & Tops,Dresses & Jumpsuits,71.8,0.55833333333333335
gloves,Tommy Hilfiger,Accessories,Scarves & Winter Hats & Gloves,33.5,0.55833333333333335
pyjama set,Calvin Klein,Homewear & Underwear,Pyjamas,33.5,0.55833333333333335
coat,Tommy Jeans,Outerwear,Coats,128.9,0.55799999999999994
pyjama shorts,Calvin Klein,Homewear & Underwear,Pyjamas,27.9,0.55799999999999994
my way edp 30 ml perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,27.9,0.55799999999999994
hoodie,Asics,Suits & Tops,Sweatshirts,25.1,0.55777777777777782
puffer coat,Tommy Jeans,Outerwear,Coats,131.5,0.55771428571428572
coat,Nike,Suits & Tops,Sweatshirts,39.0,0.5575
t-shirt,Pierre Cardin,Suits & Tops,T-shirts,12.8,0.55714285714285716
polo shirt,Pierre Cardin,Suits & Tops,T-shirts,16.0,0.55714285714285716
hoodie,Nike,Suits & Tops,Sweatshirts,39.0,0.55714285714285716
t-shirt,Karl Lagerfeld,Suits & Tops,T-shirts,66.8,0.55666666666666664
tank top,Tommy Jeans,Suits & Tops,T-shirts,16.7,0.55666666666666664
jersey,Asics,Suits & Tops,T-shirts,16.7,0.55666666666666664
pyjama set,U.S. Polo Assn.,Homewear & Underwear,Pyjamas,28.4,0.55555555555555558
shower gel,Burberry,Cosmetics & Makeup & Selfcare,Perfume,5.0,0.55555555555555558
wallet,George Hogg,Accessories,Wallets & Sleeves,13.2,0.55555555555555558
jacket,Benetton,Outerwear,Vests,36.1,0.55538461538461537
t-shirt,Vans,Suits & Tops,T-shirts,21.8,0.55499999999999994
puffer coat,Timberland,Outerwear,Coats,66.6,0.55499999999999994
vest,Dockers,Outerwear,Vests,33.3,0.55499999999999994
joggers,Timberland,Bottoms,Joggers & Leggings,22.2,0.55499999999999994
jacket,Desigual,Outerwear,Jackets,86.0,0.55483870967741933
jacket,Benetton,Outerwear,Jackets,41.6,0.55466666666666664
1 million parfum 100 ml + deo 150 ml perfume set,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,41.6,0.55466666666666664
jumpsuit,Benetton,Suits & Tops,Dresses & Jumpsuits,19.4,0.55428571428571427
short-sleeved shirt,Guess,Suits & Tops,Shirts,19.4,0.55428571428571427
l`homme deo 150 ml men perfume,Prada,Cosmetics & Makeup & Selfcare,Perfume,19.4,0.55428571428571427
for men edt 50 ml men perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,19.4,0.55428571428571427
perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,47.1,0.55411764705882349
mr. element edt 50 mlmen perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,27.7,0.55399999999999994
phantom 50 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,27.7,0.55399999999999994
perfume,Prada,Cosmetics & Makeup & Selfcare,Perfume,63.7,0.55391304347826087
man in black edp 100 ml men perfume set,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,36.0,0.55384615384615388
short-sleeved shirt,U.S. Polo Assn.,Suits & Tops,Shirts,10.8,0.55333333333333334
dress,Levis,Suits & Tops,Dresses & Jumpsuits,15.0,0.55333333333333334
jacket,Levis,Outerwear,Jackets,94.7,0.55333333333333334
backpack,Jack Wolfskin,Shoes & Bags,Bags,47.2,0.55333333333333334
outdoor shoes,Jack Wolfskin,Shoes & Bags,Shoes,69.1,0.55333333333333334
sandals,Jack Wolfskin,Shoes & Bags,Shoes,41.5,0.55333333333333334
tank top,U.S. Polo Assn.,Suits & Tops,T-shirts,8.3,0.55333333333333334
lip pencil,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,16.6,0.55333333333333334
beach bag,Quiksilver,Beachwear,Beachwear Other,16.6,0.55333333333333334
suitcase,Tommy Hilfiger,Shoes & Bags,Bags,17.6,0.55333333333333334
bby hero edp 100 ml perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,49.8,0.55333333333333334
puffer coat,The North Face,Outerwear,Coats,91.3,0.55333333333333334
be delicious 30 ml women perfume set,Dkny,Cosmetics & Makeup & Selfcare,Perfume,8.3,0.55333333333333334
eros xmas edt 100 ml men perfume set,Versace,Cosmetics & Makeup & Selfcare,Perfume,33.2,0.55333333333333334
boots,Jack Wolfskin,Shoes & Bags,Shoes,67.4,0.55272727272727273
windbreaker,The North Face,Outerwear,Coats,42.4,0.55272727272727273
aqua marine pour homme edt 50 ml women perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,30.4,0.55272727272727273
outdoor boots,Jack Wolfskin,Shoes & Bags,Shoes,85.0,0.55266666666666675
blusher,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,31.4,0.5525
snow bootss,Tommy Hilfiger,Shoes & Bags,Shoes,50.3,0.5525
slippers,Camper,Shoes & Bags,Flipflops & Slippers,24.2,0.5525
bag accessories,Tommy Hilfiger,Shoes & Bags,Bags,28.8,0.5525
windbreaker,adidas,Outerwear,Coats,44.6,0.5525
postman bag,Versace Jeans,Shoes & Bags,Bags,90.3,0.5525
dylan blue edt 100 ml + 75 ml deostick + edt 10 ml,Versace,Cosmetics & Makeup & Selfcare,Perfume,44.2,0.5525
eros edt 100 ml + edt 10 ml + çanta,Versace,Cosmetics & Makeup & Selfcare,Perfume,35.9,0.55230769230769228
coat,adidas,Outerwear,Coats,100.6,0.55217391304347829
jacket,Tommy Hilfiger,Outerwear,Jackets,154.6,0.55214285714285716
hat,Jack Wolfskin,Accessories,Headwear,15.1,0.552
mascara,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.8,0.552
hoodie,Reebok,Suits & Tops,Sweatshirts,30.3,0.552
denim jacket,Levis,Outerwear,Jackets,24.5,0.552
tote bag,Tommy Hilfiger,Shoes & Bags,Bags,46.3,0.552
outdoor shoes,Camper,Shoes & Bags,Shoes,23.3,0.552
lip balm,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,20.4,0.552
kettle,Kitchen Aid,Home & Decoration,Home & Decoration,124.2,0.552
basketball,adidas,Accessories,Other,13.8,0.552
sneaker,Versace Jeans,Shoes & Bags,Shoes,151.8,0.552
dress shoes,Camper,Shoes & Bags,Shoes,45.3,0.55199999999999994
sandals,Versace Jeans,Shoes & Bags,Shoes,96.6,0.55199999999999994
coffee machine,Kitchen Aid,Home & Decoration,Home & Decoration,116.8,0.55176470588235293
pyjamas,U.S. Polo Assn.,Homewear & Underwear,Pyjamas,26.7,0.55142857142857149
loafer,Tommy Hilfiger,Shoes & Bags,Shoes,55.0,0.55142857142857149
face cream,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,261.6,0.55142857142857149
hand cream,Estee Lauder,Cosmetics & Makeup & Selfcare,Selfcare,19.9,0.55142857142857149
be delicious edp 100 ml women perfume set,Dkny,Cosmetics & Makeup & Selfcare,Perfume,19.3,0.55142857142857149
hooded jumper,Tommy Hilfiger,Suits & Tops,Jumpers,38.6,0.55142857142857149
coat,George Hogg,Outerwear,Coats,37.0,0.55111111111111111
shirt,Pierre Cardin,Suits & Tops,Shirts,29.3,0.55
card sleeve,Fossil,Accessories,Wallets & Sleeves,2.8,0.55
t-shirt,Wrangler,Suits & Tops,T-shirts,10.7,0.55
jumper,Levis,Suits & Tops,Jumpers,20.2,0.55
jumpsuit,Aeropostale,Suits & Tops,Dresses & Jumpsuits,13.6,0.55
hiking shoes,Skechers,Shoes & Bags,Shoes,52.6,0.55
tank top,Calvin Klein,Homewear & Underwear,Undershirts,19.9,0.55
sweatshirt,Under Armour,Suits & Tops,Sweatshirts,70.7,0.55
joggers,Puma,Bottoms,Joggers & Leggings,44.5,0.55
sweatshirt,Puma,Suits & Tops,Sweatshirts,52.3,0.55
joggers,Under Armour,Bottoms,Joggers & Leggings,56.8,0.55
moisturiser,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,39.3,0.55
postman bag,Caterpillar,Shoes & Bags,Bags,11.0,0.55
boxer,U.S. Polo Assn.,Homewear & Underwear,"Boxers, Trunks & Slips",11.0,0.55
sweatshirt,Billabong,Suits & Tops,Sweatshirts,39.9,0.55
hoodie,Converse,Suits & Tops,Sweatshirts,16.2,0.55
cake mould,Kitchen Aid,Home & Decoration,Home & Decoration,12.2,0.55
t-shirt,U.S. Polo Assn.,Suits & Tops,T-shirts,11.0,0.55
facial cleanser,Lancome,Cosmetics & Makeup & Selfcare,Selfcare,22.0,0.55
belt,Tommy Hilfiger,Home & Decoration,Home & Decoration,12.6,0.55
leggings,Under Armour,Bottoms,Joggers & Leggings,47.9,0.55
sleeveless,Asics,Homewear & Underwear,Undershirts,11.0,0.55
sweatshirt,Calvin Klein,Suits & Tops,Sweatshirts,64.8,0.55
flipflops,Desigual,Shoes & Bags,Flipflops & Slippers,23.3,0.55
shorts,Quiksilver,Bottoms,Shorts,16.4,0.55
joggers,Calvin Klein,Bottoms,Joggers & Leggings,54.8,0.55
she edp 100 women perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,33.0,0.55
stronger with you edt 100 ml perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,41.2,0.55
briefs,U.S. Polo Assn.,Homewear & Underwear,"Boxers, Trunks & Slips",2.6,0.55
code absolu perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,38.5,0.55
my way edp florale 150 ml refill perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,60.5,0.55
body mist,Pierre Cardin,Cosmetics & Makeup & Selfcare,Perfume,2.7,0.55
singlet,Aeropostale,Homewear & Underwear,Undershirts,2.2,0.55
moisturiser,Pierre Cardin,Cosmetics & Makeup & Selfcare,Perfume,2.2,0.55
acqua di gio edt 200 ml perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,57.7,0.54952380952380953
si passione eclat edp 50 ml perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,41.2,0.54933333333333334
leggings,Puma,Bottoms,Joggers & Leggings,35.7,0.5492307692307693
t-shirt,Armani Exchange,Suits & Tops,T-shirts,37.9,0.5492307692307693
hoodie,Calvin Klein,Suits & Tops,Sweatshirts,51.4,0.5492307692307693
stronger with you edt perfume set 100 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,30.2,0.54909090909090907
crop top,Calvin Klein,Homewear & Underwear,Bras,24.7,0.54888888888888887
joggers,Billabong,Bottoms,Joggers & Leggings,28.8,0.54888888888888887
sneakers,Benetton,Shoes & Bags,Shoes,23.0,0.5485714285714286
beanie,Helly Hansen,Accessories,Scarves & Winter Hats & Gloves,19.2,0.5485714285714286
sneakers,Skechers,Shoes & Bags,Shoes,57.1,0.5485714285714286
outdoor shoes,Benetton,Shoes & Bags,Shoes,13.7,0.54799999999999993
sandals,Skechers,Shoes & Bags,Shoes,27.7,0.54799999999999993
outdoor shoes,Skechers,Shoes & Bags,Shoes,62.2,0.54799999999999993
slippers,Skechers,Shoes & Bags,Flipflops & Slippers,29.3,0.54799999999999993
running shoes,Skechers,Shoes & Bags,Shoes,57.1,0.54799999999999993
hoodie,Puma,Suits & Tops,Sweatshirts,41.9,0.54799999999999993
ipad case,Guess,Accessories,Other,13.7,0.54799999999999993
lifestyle shoes,Skechers,Shoes & Bags,Shoes,69.5,0.5476923076923077
slippers,Ugg,Shoes & Bags,Shoes,53.8,0.5476923076923077
coat,Nautica,Outerwear,Coats,67.3,0.5475
boot,Skechers,Shoes & Bags,Shoes,70.9,0.5475
jacket,Helly Hansen,Outerwear,Coats,21.9,0.5475
boots,Ugg,Shoes & Bags,Shoes,199.8,0.54742857142857138
slippers,Ugg,Shoes & Bags,Flipflops & Slippers,143.9,0.54740740740740745
suitcase,Benetton,Accessories,Luggage,62.0,0.54727272727272724
snow bootss,Helly Hansen,Shoes & Bags,Shoes,60.2,0.54727272727272724
sneakers,Desigual,Shoes & Bags,Shoes,52.6,0.54705882352941182
wallet,Guess,Accessories,Wallets & Sleeves,43.1,0.54666666666666675
coat,Dockers,Outerwear,Coats,42.3,0.54666666666666675
blouse,Pierre Cardin,Suits & Tops,T-shirts,18.9,0.54666666666666663
hiking shoes,Benetton,Shoes & Bags,Shoes,13.3,0.54666666666666663
polo shirt,Wrangler,Suits & Tops,T-shirts,10.0,0.54666666666666663
sports bra,Asics,Homewear & Underwear,Bras,8.2,0.54666666666666663
tank top,Billabong,Homewear & Underwear,Undershirts,8.2,0.54666666666666663
wrist bag,Jack Wolfskin,Shoes & Bags,Bags,17.4,0.54666666666666663
card sleeve,Guess,Accessories,Wallets & Sleeves,26.1,0.54666666666666663
tank top,Guess,Suits & Tops,T-shirts,8.2,0.54666666666666663
sleeveless,Reebok,Homewear & Underwear,Undershirts,8.2,0.54666666666666663
passport cover,George Hogg,Accessories,Other,8.2,0.54666666666666663
pullover,Benetton,Suits & Tops,Jumpers,16.4,0.54666666666666663
facial cleanser,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Selfcare,16.4,0.54666666666666663
coat,Guess,Outerwear,Coats,161.9,0.5464
lip gloss,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,19.1,0.54571428571428571
hobo bag,Tommy Hilfiger,Shoes & Bags,Bags,52.8,0.54571428571428571
weekend women edp 50 ml perfume set,Burberry,Cosmetics & Makeup & Selfcare,Perfume,19.1,0.54571428571428571
makeup premier,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,30.0,0.54545454545454541
beach towel,Tommy Hilfiger,Beachwear,Beachwear Other,30.0,0.54545454545454541
outdoor shoes,Keen,Shoes & Bags,Shoes,89.3,0.54516129032258065
boot,Keen,Shoes & Bags,Shoes,95.4,0.54514285714285715
slippers,Benetton,Shoes & Bags,Flipflops & Slippers,10.9,0.545
gloves,Benetton,Accessories,Scarves & Winter Hats & Gloves,10.9,0.545
eyeliner,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.5,0.545
lifestyle shoes,Benetton,Shoes & Bags,Shoes,17.4,0.545
food processor,Kitchen Aid,Home & Decoration,Home & Decoration,298.6,0.545
limited edition edt 100 ml women perfume,Dkny,Cosmetics & Makeup & Selfcare,Perfume,10.9,0.545
nail polish remover,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.9,0.545
short-sleeved shirt,Dockers,Suits & Tops,Shirts,10.9,0.545
man black cologne set edt 30 ml perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,10.9,0.545
mr edt 100 ml perfume set,Burberry,Cosmetics & Makeup & Selfcare,Perfume,21.8,0.545
sneakers,Keen,Shoes & Bags,Shoes,55.3,0.545
bby her london dream edp 100 ml,Burberry,Cosmetics & Makeup & Selfcare,Perfume,46.3,0.54470588235294115
boot,Caterpillar,Shoes & Bags,Shoes,51.3,0.54461538461538461
jumper,Aeropostale,Suits & Tops,Jumpers,13.2,0.54444444444444451
briefs,Pierre Cardin,Homewear & Underwear,"Boxers, Trunks & Slips",4.9,0.54444444444444451
puffer coat,adidas,Outerwear,Coats,84.5,0.5444444444444444
hero 100 ml set spring summer perfume set,Burberry,Cosmetics & Makeup & Selfcare,Perfume,38.1,0.54428571428571426
cardigan,Levis,Suits & Tops,Jumpers,15.9,0.544
concealer,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,23.6,0.544
postman bag,Jack Wolfskin,Shoes & Bags,Bags,29.6,0.544
vest,Levis,Outerwear,Vests,16.3,0.544
highlighter,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,13.6,0.544
bvlgarı rose goldea blossom delight edp75 ml perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,54.4,0.544
mwe jumbo edp 150 ml men perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,54.4,0.544
bvlgarı rose goldea blossom delight edp50 ml perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,54.4,0.544
mr element edt 150 ml men perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,43.5,0.54375
omnia amethyste 65 ml le perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,43.5,0.54375
man in black men perfume set (100ml edp + 15 ml edp),Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,43.5,0.54375
brait rhythm edt 50 ml women perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,16.3,0.54333333333333333
shirt,Reebok,Suits & Tops,Shirts,16.3,0.54333333333333333
shorts,Benetton,Bottoms,Shorts,19.9,0.54285714285714282
short-sleeved shirt,Pierre Cardin,Suits & Tops,Shirts,10.6,0.54285714285714282
shorts,Jack & Jones,Bottoms,Shorts,17.9,0.54285714285714282
bodysuit,Benetton,Suits & Tops,Dresses & Jumpsuits,3.8,0.54285714285714282
tank top,Asics,Suits & Tops,T-shirts,3.8,0.54285714285714282
short-sleeved shirt,George Hogg,Suits & Tops,Shirts,3.8,0.54285714285714282
raincoat,Tommy Jeans,Outerwear,Coats,58.7,0.54210526315789476
sweatshirt,Salomon,Suits & Tops,Sweatshirts,36.7,0.54166666666666663
shirt,Pierre Cardin,Suits & Tops,T-shirts,32.5,0.54166666666666663
emporio stronger with you only edt 50ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,32.5,0.54166666666666663
gınza murasaki eau de parfum 50 ml,Shiseido,Cosmetics & Makeup & Selfcare,Perfume,40.6,0.54133333333333333
vest,Under Armour,Outerwear,Vests,81.2,0.54133333333333333
coat,Nike,Outerwear,Coats,96.5,0.54117647058823526
code edt men perfume set 125 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,46.0,0.54117647058823526
t-shirt,Hummel,Suits & Tops,T-shirts,10.6,0.54
flipflops,Aeropostale,Shoes & Bags,Flipflops & Slippers,3.0,0.54
tank top,U.S. Polo Assn.,Homewear & Underwear,Undershirts,6.9,0.54
wallet,Fossil,Accessories,Wallets & Sleeves,10.5,0.54
pyjama set,Pierre Cardin,Homewear & Underwear,Pyjamas,15.4,0.54
beanie,Skechers,Accessories,Scarves & Winter Hats & Gloves,8.1,0.54
deodorant,Givenchy,Cosmetics & Makeup & Selfcare,Selfcare,13.2,0.54
beanie,Jack Wolfskin,Accessories,Scarves & Winter Hats & Gloves,12.4,0.54
flipflops,Benetton,Shoes & Bags,Flipflops & Slippers,10.8,0.54
eyeshadow,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,24.0,0.54
hand bag,Benetton,Shoes & Bags,Bags,10.8,0.54
sleeveless,Pierre Cardin,Suits & Tops,T-shirts,5.5,0.54
hoodie,Under Armour,Suits & Tops,Sweatshirts,49.8,0.54
leggings,Calvin Klein,Bottoms,Joggers & Leggings,32.4,0.54
belt,Calvin Klein,Accessories,Belts,29.4,0.54
eyeliner,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.2,0.54
brow liner,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,13.5,0.54
joggers,Kappa,Bottoms,Joggers & Leggings,22.3,0.54
brush,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,13.0,0.54
shoulder bag,Desigual,Shoes & Bags,Bags,60.4,0.54
snow bootss,Benetton,Shoes & Bags,Shoes,22.0,0.54
boots,Skechers,Shoes & Bags,Shoes,63.1,0.54
backpack,Desigual,Shoes & Bags,Bags,69.3,0.54
face cream,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,105.3,0.54
tank top,Under Armour,Homewear & Underwear,Undershirts,21.6,0.54
sleeveless,Kappa,Homewear & Underwear,Undershirts,10.8,0.54
slippers,Desigual,Shoes & Bags,Flipflops & Slippers,10.8,0.54
leggings,Salomon,Bottoms,Joggers & Leggings,24.3,0.54
corset,Pierre Cardin,Homewear & Underwear,Other Homewear,2.7,0.54
tank top,New Balance,Homewear & Underwear,Undershirts,2.7,0.54
headband,Under Armour,Accessories,Other,5.4,0.54
eau de nuit oud edp 50 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,10.8,0.54
undershirt,Calvin Klein,Homewear & Underwear,Undershirts,21.6,0.54
slippers,Helly Hansen,Shoes & Bags,Flipflops & Slippers,26.6,0.54
hoodie,Timberland,Suits & Tops,Sweatshirts,43.2,0.54
lipstick,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,100.2,0.53999999999999992
lifestyle shoes,Desigual,Shoes & Bags,Shoes,10.5,0.53999999999999992
sweatshirt,Asics,Suits & Tops,Sweatshirts,16.2,0.53999999999999992
foundation,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,22.0,0.53999999999999992
postman bag,Benetton,Shoes & Bags,Bags,18.6,0.53999999999999992
boots,Benetton,Shoes & Bags,Shoes,21.3,0.53999999999999992
phone case,Calvin Klein,Accessories,Other,26.6,0.53999999999999992
boots,Helly Hansen,Shoes & Bags,Shoes,64.8,0.53999999999999992
hand bag,Desigual,Shoes & Bags,Bags,56.1,0.53999999999999992
